"","State","Filed week ended","Initial Claims","Reflecting Week Ended","Continued Claims","Covered Employment","Insured Unemployment Rate"
"666","Mississippi","05/02/2020",25.745,"04/25/2020",162078,1109819,14.6
"667","Mississippi","05/09/2020",23.618,"05/02/2020",208270,1109819,18.77
"668","Mississippi","05/16/2020",24.242,"05/09/2020",189886,1109819,17.11
"669","Mississippi","05/23/2020",23.856,"05/16/2020",184150,1109819,16.59
"670","Mississippi","05/30/2020",24.014,"05/23/2020",174808,1109819,15.75
"671","Mississippi","06/06/2020",21.283,"05/30/2020",148902,1109819,13.42
"672","Mississippi","06/13/2020",18.407,"06/06/2020",123192,1109819,11.1
"673","Mississippi","06/20/2020",15.23,"06/13/2020",97069,1109819,8.75
"674","Mississippi","06/27/2020",13.673,"06/20/2020",147624,1109819,13.3
"675","Mississippi","07/04/2020",11.266,"06/27/2020",137330,1109819,12.37
"676","Missouri","01/04/2020",7.474,"12/28/2019",29785,2745404,1.08
"677","Missouri","01/11/2020",10.913,"01/04/2020",30140,2749100,1.1
"678","Missouri","01/18/2020",4.938,"01/11/2020",29945,2749100,1.09
"679","Missouri","01/25/2020",5.474,"01/18/2020",29170,2749100,1.06
"680","Missouri","02/01/2020",4.801,"01/25/2020",29854,2749100,1.09
"681","Missouri","02/08/2020",3.67,"02/01/2020",27906,2749100,1.02
"682","Missouri","02/15/2020",3.363,"02/08/2020",27362,2749100,1
"683","Missouri","02/22/2020",3.063,"02/15/2020",27035,2749100,0.98
"684","Missouri","02/29/2020",2.732,"02/22/2020",26949,2749100,0.98
"685","Missouri","03/07/2020",2.994,"02/29/2020",25225,2749100,0.92
"686","Missouri","03/14/2020",4.016,"03/07/2020",22381,2749100,0.81
"687","Missouri","03/21/2020",42.246,"03/14/2020",21538,2749100,0.78
"688","Missouri","03/28/2020",104.291,"03/21/2020",49470,2749100,1.8
"689","Missouri","04/04/2020",91.458,"03/28/2020",121467,2749100,4.42
"690","Missouri","04/11/2020",102.126,"04/04/2020",178710,2794254,6.4
"691","Missouri","04/18/2020",59.602,"04/11/2020",227557,2794254,8.14
"692","Missouri","04/25/2020",55.299,"04/18/2020",255798,2794254,9.15
"693","Missouri","05/02/2020",52.527,"04/25/2020",246663,2794254,8.83
"694","Missouri","05/09/2020",31.145,"05/02/2020",266230,2794254,9.53
"695","Missouri","05/16/2020",28.244,"05/09/2020",261840,2794254,9.37
"696","Missouri","05/23/2020",27.436,"05/16/2020",255374,2794254,9.14
"697","Missouri","05/30/2020",20.65,"05/23/2020",242173,2794254,8.67
"698","Missouri","06/06/2020",19.907,"05/30/2020",236531,2794254,8.46
"699","Missouri","06/13/2020",18.912,"06/06/2020",218596,2794254,7.82
"700","Missouri","06/20/2020",17.358,"06/13/2020",210195,2794254,7.52
"701","Missouri","06/27/2020",20.008,"06/20/2020",204121,2794254,7.31
"702","Missouri","07/04/2020",17.685,"06/27/2020",205120,2794254,7.34
"703","Montana","01/04/2020",1.555,"12/28/2019",11056,453040,2.44
"704","Montana","01/11/2020",1.755,"01/04/2020",11756,454298,2.59
"705","Montana","01/18/2020",1.236,"01/11/2020",11254,454298,2.48
"706","Montana","01/25/2020",0.922,"01/18/2020",11830,454298,2.6
"707","Montana","02/01/2020",0.902,"01/25/2020",11527,454298,2.54
"708","Montana","02/08/2020",0.935,"02/01/2020",11489,454298,2.53
"709","Montana","02/15/2020",0.921,"02/08/2020",11479,454298,2.53
"710","Montana","02/22/2020",0.795,"02/15/2020",11308,454298,2.49
"711","Montana","02/29/2020",0.695,"02/22/2020",11296,454298,2.49
"712","Montana","03/07/2020",0.714,"02/29/2020",10782,454298,2.37
"713","Montana","03/14/2020",0.817,"03/07/2020",10112,454298,2.23
"714","Montana","03/21/2020",15.349,"03/14/2020",9818,454298,2.16
"715","Montana","03/28/2020",20.763,"03/21/2020",19099,454298,4.2
"716","Montana","04/04/2020",21.244,"03/28/2020",36819,454298,8.1
"717","Montana","04/11/2020",14.275,"04/04/2020",53482,455906,11.73
"718","Montana","04/18/2020",11.176,"04/11/2020",65073,455906,14.27
"719","Montana","04/25/2020",7.052,"04/18/2020",67473,455906,14.8
"720","Montana","05/02/2020",4.596,"04/25/2020",63134,455906,13.85
"721","Montana","05/09/2020",3.762,"05/02/2020",58905,455906,12.92
"722","Montana","05/16/2020",3.66,"05/09/2020",53786,455906,11.8
"723","Montana","05/23/2020",3.821,"05/16/2020",49917,455906,10.95
"724","Montana","05/30/2020",3.054,"05/23/2020",48506,455906,10.64
"725","Montana","06/06/2020",3.078,"05/30/2020",46305,455906,10.16
"726","Montana","06/13/2020",3.157,"06/06/2020",44298,455906,9.72
"727","Montana","06/20/2020",2.997,"06/13/2020",42681,455906,9.36
"728","Montana","06/27/2020",2.695,"06/20/2020",41027,455906,9
"729","Montana","07/04/2020",2.788,"06/27/2020",39032,455906,8.56
"730","North Carolina","01/04/2020",3.508,"12/28/2019",20848,4362309,0.48
"731","North Carolina","01/11/2020",4.628,"01/04/2020",21239,4381417,0.48
"732","North Carolina","01/18/2020",4.217,"01/11/2020",22247,4381417,0.51
"733","North Carolina","01/25/2020",3.344,"01/18/2020",22415,4381417,0.51
"734","North Carolina","02/01/2020",3.611,"01/25/2020",22342,4381417,0.51
"735","North Carolina","02/08/2020",3.326,"02/01/2020",22044,4381417,0.5
"736","North Carolina","02/15/2020",3.094,"02/08/2020",21972,4381417,0.5
"737","North Carolina","02/22/2020",2.852,"02/15/2020",21630,4381417,0.49
"738","North Carolina","02/29/2020",1.767,"02/22/2020",21188,4381417,0.48
"739","North Carolina","03/07/2020",2.575,"02/29/2020",20196,4381417,0.46
"740","North Carolina","03/14/2020",3.533,"03/07/2020",19683,4381417,0.45
"741","North Carolina","03/21/2020",94.083,"03/14/2020",20652,4381417,0.47
"742","North Carolina","03/28/2020",172.145,"03/21/2020",75220,4381417,1.72
"743","North Carolina","04/04/2020",137.422,"03/28/2020",245692,4381417,5.61
"744","North Carolina","04/11/2020",140.155,"04/04/2020",362989,4402750,8.24
"745","North Carolina","04/18/2020",106.266,"04/11/2020",468283,4402750,10.64
"746","North Carolina","04/25/2020",98.941,"04/18/2020",555039,4402750,12.61
"747","North Carolina","05/02/2020",85.956,"04/25/2020",591045,4402750,13.42
"748","North Carolina","05/09/2020",57.354,"05/02/2020",619809,4402750,14.08
"749","North Carolina","05/16/2020",46.913,"05/09/2020",605709,4402750,13.76
"750","North Carolina","05/23/2020",44.202,"05/16/2020",564068,4402750,12.81
"751","North Carolina","05/30/2020",37.047,"05/23/2020",547988,4402750,12.45
"752","North Carolina","06/06/2020",33.865,"05/30/2020",537652,4402750,12.21
"753","North Carolina","06/13/2020",32.188,"06/06/2020",524787,4402750,11.92
"754","North Carolina","06/20/2020",29.199,"06/13/2020",529343,4402750,12.02
"755","North Carolina","06/27/2020",29.58,"06/20/2020",463568,4402750,10.53
"756","North Carolina","07/04/2020",27.937,"06/27/2020",412353,4402750,9.37
"757","North Dakota","01/04/2020",0.836,"12/28/2019",5785,409901,1.41
"758","North Dakota","01/11/2020",1.53,"01/04/2020",6171,411624,1.5
"759","North Dakota","01/18/2020",0.785,"01/11/2020",6809,411624,1.65
"760","North Dakota","01/25/2020",0.543,"01/18/2020",7179,411624,1.74
"761","North Dakota","02/01/2020",0.447,"01/25/2020",6782,411624,1.65
"762","North Dakota","02/08/2020",0.526,"02/01/2020",6838,411624,1.66
"763","North Dakota","02/15/2020",0.457,"02/08/2020",6924,411624,1.68
"764","North Dakota","02/22/2020",0.435,"02/15/2020",6886,411624,1.67
"765","North Dakota","02/29/2020",0.363,"02/22/2020",6795,411624,1.65
"766","North Dakota","03/07/2020",0.423,"02/29/2020",6543,411624,1.59
"767","North Dakota","03/14/2020",0.415,"03/07/2020",6349,411624,1.54
"768","North Dakota","03/21/2020",5.662,"03/14/2020",6169,411624,1.5
"769","North Dakota","03/28/2020",11.818,"03/21/2020",8534,411624,2.07
"770","North Dakota","04/04/2020",15.125,"03/28/2020",16036,411624,3.9
"771","North Dakota","04/11/2020",9.502,"04/04/2020",24554,412797,5.95
"772","North Dakota","04/18/2020",8.065,"04/11/2020",33563,412797,8.13
"773","North Dakota","04/25/2020",6.274,"04/18/2020",35513,412797,8.6
"774","North Dakota","05/02/2020",4.044,"04/25/2020",35827,412797,8.68
"775","North Dakota","05/09/2020",2.753,"05/02/2020",35921,412797,8.7
"776","North Dakota","05/16/2020",2.619,"05/09/2020",32399,412797,7.85
"777","North Dakota","05/23/2020",2.978,"05/16/2020",31100,412797,7.53
"778","North Dakota","05/30/2020",2.315,"05/23/2020",30806,412797,7.46
"779","North Dakota","06/06/2020",2.252,"05/30/2020",29855,412797,7.23
"780","North Dakota","06/13/2020",2.073,"06/06/2020",29103,412797,7.05
"781","North Dakota","06/20/2020",1.821,"06/13/2020",28736,412797,6.96
"782","North Dakota","06/27/2020",1.511,"06/20/2020",28446,412797,6.89
"783","North Dakota","07/04/2020",1.72,"06/27/2020",27021,412797,6.55
"784","Nebraska","01/04/2020",1.099,"12/28/2019",5165,963465,0.54
"785","Nebraska","01/11/2020",1.171,"01/04/2020",5694,962725,0.59
"786","Nebraska","01/18/2020",0.988,"01/11/2020",4940,962725,0.51
"787","Nebraska","01/25/2020",0.96,"01/18/2020",5107,962725,0.53
"788","Nebraska","02/01/2020",0.833,"01/25/2020",5884,962725,0.61
"789","Nebraska","02/08/2020",0.675,"02/01/2020",5693,962725,0.59
"790","Nebraska","02/15/2020",0.537,"02/08/2020",5804,962725,0.6
"791","Nebraska","02/22/2020",0.493,"02/15/2020",5780,962725,0.6
"792","Nebraska","02/29/2020",0.502,"02/22/2020",6286,962725,0.65
"793","Nebraska","03/07/2020",0.501,"02/29/2020",5581,962725,0.58
"794","Nebraska","03/14/2020",0.795,"03/07/2020",5076,962725,0.53
"795","Nebraska","03/21/2020",15.7,"03/14/2020",4859,962725,0.5
"796","Nebraska","03/28/2020",24.725,"03/21/2020",16641,962725,1.73
"797","Nebraska","04/04/2020",27.054,"03/28/2020",38921,962725,4.04
"798","Nebraska","04/11/2020",16.279,"04/04/2020",60416,965476,6.26
"799","Nebraska","04/18/2020",12.222,"04/11/2020",72078,965476,7.47
"800","Nebraska","04/25/2020",8.229,"04/18/2020",76628,965476,7.94
"801","Nebraska","05/02/2020",6.418,"04/25/2020",68882,965476,7.13
"802","Nebraska","05/09/2020",6.362,"05/02/2020",68089,965476,7.05
"803","Nebraska","05/16/2020",5.839,"05/09/2020",62962,963512,6.53
"804","Nebraska","05/23/2020",5.812,"05/16/2020",61604,963512,6.39
"805","Nebraska","05/30/2020",5.083,"05/23/2020",62465,963512,6.48
"806","Nebraska","06/06/2020",4.697,"05/30/2020",60479,963512,6.28
"807","Nebraska","06/13/2020",4.868,"06/06/2020",57402,963512,5.96
"808","Nebraska","06/20/2020",4.406,"06/13/2020",57246,963512,5.94
"809","Nebraska","06/27/2020",4.203,"06/20/2020",56831,963512,5.9
"810","Nebraska","07/04/2020",5.803,"06/27/2020",58199,963512,6.04
"811","New Hampshire","01/04/2020",0.69,"12/28/2019",4468,652934,0.68
"812","New Hampshire","01/11/2020",0.722,"01/04/2020",4575,654468,0.7
"813","New Hampshire","01/18/2020",0.613,"01/11/2020",4215,654468,0.64
"814","New Hampshire","01/25/2020",0.577,"01/18/2020",4202,654468,0.64
"815","New Hampshire","02/01/2020",0.456,"01/25/2020",4033,654468,0.62
"816","New Hampshire","02/08/2020",0.507,"02/01/2020",4050,654468,0.62
"817","New Hampshire","02/15/2020",0.424,"02/08/2020",4015,654468,0.61
"818","New Hampshire","02/22/2020",0.444,"02/15/2020",3936,654468,0.6
"819","New Hampshire","02/29/2020",0.894,"02/22/2020",4048,654468,0.62
"820","New Hampshire","03/07/2020",0.495,"02/29/2020",4475,654468,0.68
"821","New Hampshire","03/14/2020",0.642,"03/07/2020",3909,654468,0.6
"822","New Hampshire","03/21/2020",29.379,"03/14/2020",4024,654468,0.61
"823","New Hampshire","03/28/2020",31.378,"03/21/2020",27321,654468,4.17
"824","New Hampshire","04/04/2020",39.202,"03/28/2020",52166,654468,7.97
"825","New Hampshire","04/11/2020",25.273,"04/04/2020",79979,649845,12.31
"826","New Hampshire","04/18/2020",20.414,"04/11/2020",93783,649845,14.43
"827","New Hampshire","04/25/2020",15.001,"04/18/2020",106841,649845,16.44
"828","New Hampshire","05/02/2020",12.475,"04/25/2020",115580,649845,17.79
"829","New Hampshire","05/09/2020",10.016,"05/02/2020",116768,649845,17.97
"830","New Hampshire","05/16/2020",8.794,"05/09/2020",114450,649845,17.61
"831","New Hampshire","05/23/2020",7.266,"05/16/2020",109184,649845,16.8
"832","New Hampshire","05/30/2020",6.127,"05/23/2020",100769,649845,15.51
"833","New Hampshire","06/06/2020",6.303,"05/30/2020",102189,649845,15.73
"834","New Hampshire","06/13/2020",6.431,"06/06/2020",98440,649845,15.15
"835","New Hampshire","06/20/2020",5.413,"06/13/2020",92776,649845,14.28
"836","New Hampshire","06/27/2020",5.163,"06/20/2020",86586,649845,13.32
"837","New Hampshire","07/04/2020",5.776,"06/27/2020",74476,649845,11.46
"838","New Jersey","01/04/2020",15.325,"12/28/2019",111335,4007202,2.78
"839","New Jersey","01/11/2020",13.469,"01/04/2020",120461,4015146,3
"840","New Jersey","01/18/2020",10.728,"01/11/2020",108425,4015146,2.7
"841","New Jersey","01/25/2020",9.325,"01/18/2020",107082,4015146,2.67
"842","New Jersey","02/01/2020",8.304,"01/25/2020",110022,4015146,2.74
"843","New Jersey","02/08/2020",9.288,"02/01/2020",109931,4015146,2.74
"844","New Jersey","02/15/2020",8.55,"02/08/2020",110016,4015146,2.74
"845","New Jersey","02/22/2020",8.396,"02/15/2020",109265,4015146,2.72
"846","New Jersey","02/29/2020",7.773,"02/22/2020",110902,4015146,2.76
"847","New Jersey","03/07/2020",7.996,"02/29/2020",107646,4015146,2.68
"848","New Jersey","03/14/2020",9.467,"03/07/2020",104283,4015146,2.6
"849","New Jersey","03/21/2020",115.815,"03/14/2020",105840,4015146,2.64
"850","New Jersey","03/28/2020",206.253,"03/21/2020",156181,4015146,3.89
"851","New Jersey","04/04/2020",214.836,"03/28/2020",276119,4015146,6.88
"852","New Jersey","04/11/2020",141.42,"04/04/2020",429388,4025826,10.67
"853","New Jersey","04/18/2020",140.139,"04/11/2020",556005,4025826,13.81
"854","New Jersey","04/25/2020",71.966,"04/18/2020",621753,4025826,15.44
"855","New Jersey","05/02/2020",88.326,"04/25/2020",642651,4025826,15.96
"856","New Jersey","05/09/2020",69.689,"05/02/2020",715433,4025826,17.77
"857","New Jersey","05/16/2020",42.365,"05/09/2020",601770,4025826,14.95
"858","New Jersey","05/23/2020",34.41,"05/16/2020",586532,4025826,14.57
"859","New Jersey","05/30/2020",26.752,"05/23/2020",547913,4025826,13.61
"860","New Jersey","06/06/2020",23.166,"05/30/2020",559057,4025826,13.89
"861","New Jersey","06/13/2020",26.438,"06/06/2020",538269,4025826,13.37
"862","New Jersey","06/20/2020",33.027,"06/13/2020",528173,4025826,13.12
"863","New Jersey","06/27/2020",27.992,"06/20/2020",519167,4025826,12.9
"864","New Jersey","07/04/2020",47.402,"06/27/2020",491778,4025826,12.22
"865","New Mexico","01/04/2020",0.799,"12/28/2019",10140,796105,1.27
"866","New Mexico","01/11/2020",1.194,"01/04/2020",10310,799085,1.29
"867","New Mexico","01/18/2020",0.947,"01/11/2020",9920,799085,1.24
"868","New Mexico","01/25/2020",0.764,"01/18/2020",10137,799085,1.27
"869","New Mexico","02/01/2020",0.784,"01/25/2020",10066,799085,1.26
"870","New Mexico","02/08/2020",0.873,"02/01/2020",9965,799085,1.25
"871","New Mexico","02/15/2020",0.725,"02/08/2020",9987,799085,1.25
"872","New Mexico","02/22/2020",0.737,"02/15/2020",10051,799085,1.26
"873","New Mexico","02/29/2020",0.681,"02/22/2020",10039,799085,1.26
"874","New Mexico","03/07/2020",0.69,"02/29/2020",9845,799085,1.23
"875","New Mexico","03/14/2020",0.869,"03/07/2020",9566,799085,1.2
"876","New Mexico","03/21/2020",18.105,"03/14/2020",9288,799085,1.16
"877","New Mexico","03/28/2020",27.849,"03/21/2020",20087,799085,2.51
"878","New Mexico","04/04/2020",26.132,"03/28/2020",44829,799085,5.61
"879","New Mexico","04/11/2020",19.043,"04/04/2020",62686,802978,7.81
"880","New Mexico","04/18/2020",13.621,"04/11/2020",80986,802978,10.09
"881","New Mexico","04/25/2020",12.093,"04/18/2020",94149,802978,11.72
"882","New Mexico","05/02/2020",13.675,"04/25/2020",96157,802978,11.98
"883","New Mexico","05/09/2020",8.024,"05/02/2020",101132,802978,12.59
"884","New Mexico","05/16/2020",7.356,"05/09/2020",103949,802978,12.95
"885","New Mexico","05/23/2020",7.058,"05/16/2020",108714,802978,13.54
"886","New Mexico","05/30/2020",6.672,"05/23/2020",105755,802978,13.17
"887","New Mexico","06/06/2020",5.29,"05/30/2020",104019,802978,12.95
"888","New Mexico","06/13/2020",5.111,"06/06/2020",102087,802978,12.71
"889","New Mexico","06/20/2020",4.945,"06/13/2020",100348,802978,12.5
"890","New Mexico","06/27/2020",5.083,"06/20/2020",95903,802978,11.94
"891","New Mexico","07/04/2020",5.666,"06/27/2020",96390,802978,12
"892","Nevada","01/04/2020",2.264,"12/28/2019",20801,1362256,1.53
"893","Nevada","01/11/2020",2.792,"01/04/2020",19823,1371969,1.44
"894","Nevada","01/18/2020",2.451,"01/11/2020",19328,1371969,1.41
"895","Nevada","01/25/2020",2.101,"01/18/2020",19025,1371969,1.39
"896","Nevada","02/01/2020",2.286,"01/25/2020",19177,1371969,1.4
"897","Nevada","02/08/2020",2.794,"02/01/2020",19225,1371969,1.4
"898","Nevada","02/15/2020",2.543,"02/08/2020",19585,1371969,1.43
"899","Nevada","02/22/2020",2.052,"02/15/2020",19472,1371969,1.42
"900","Nevada","02/29/2020",2.324,"02/22/2020",20044,1371969,1.46
"901","Nevada","03/07/2020",2.309,"02/29/2020",19850,1371969,1.45
"902","Nevada","03/14/2020",6.356,"03/07/2020",19475,1371969,1.42
"903","Nevada","03/21/2020",92.298,"03/14/2020",19822,1371969,1.44
"904","Nevada","03/28/2020",71.942,"03/21/2020",58798,1371969,4.29
"905","Nevada","04/04/2020",79.285,"03/28/2020",131121,1371969,9.56
"906","Nevada","04/11/2020",58.641,"04/04/2020",189007,1379654,13.7
"907","Nevada","04/18/2020",39.496,"04/11/2020",231618,1379654,16.79
"908","Nevada","04/25/2020",42.541,"04/18/2020",274850,1379654,19.92
"909","Nevada","05/02/2020",28.55,"04/25/2020",303573,1379654,22
"910","Nevada","05/09/2020",21.635,"05/02/2020",324444,1379654,23.52
"911","Nevada","05/16/2020",17.837,"05/09/2020",369041,1379654,26.75
"912","Nevada","05/23/2020",15.607,"05/16/2020",343030,1379654,24.86
"913","Nevada","05/30/2020",11.337,"05/23/2020",335043,1379654,24.28
"914","Nevada","06/06/2020",10.748,"05/30/2020",334182,1379654,24.22
"915","Nevada","06/13/2020",10.62,"06/06/2020",312009,1379654,22.62
"916","Nevada","06/20/2020",10.347,"06/13/2020",294649,1379654,21.36
"917","Nevada","06/27/2020",11.11,"06/20/2020",286943,1379654,20.8
"918","Nevada","07/04/2020",12.484,"06/27/2020",287968,1379654,20.87
"919","New York","01/04/2020",44.846,"12/28/2019",181668,9351620,1.94
"920","New York","01/11/2020",23.314,"01/04/2020",184283,9380736,1.96
"921","New York","01/18/2020",17.823,"01/11/2020",164588,9380736,1.75
"922","New York","01/25/2020",15.022,"01/18/2020",164044,9380736,1.75
"923","New York","02/01/2020",16.545,"01/25/2020",165715,9380736,1.77
"924","New York","02/08/2020",15.01,"02/01/2020",163393,9380736,1.74
"925","New York","02/15/2020",14.333,"02/08/2020",164111,9380736,1.75
"926","New York","02/22/2020",14.144,"02/15/2020",163220,9380736,1.74
"927","New York","02/29/2020",31.208,"02/22/2020",182691,9380736,1.95
"928","New York","03/07/2020",14.035,"02/29/2020",161892,9380736,1.73
"929","New York","03/14/2020",14.272,"03/07/2020",158268,9380736,1.69
"930","New York","03/21/2020",79.999,"03/14/2020",167214,9380736,1.78
"931","New York","03/28/2020",366.595,"03/21/2020",314710,9380736,3.35
"932","New York","04/04/2020",344.451,"03/28/2020",712544,9380736,7.6
"933","New York","04/11/2020",394.701,"04/04/2020",1121191,9408510,11.92
"934","New York","04/18/2020",205.184,"04/11/2020",1354496,9408510,14.4
"935","New York","04/25/2020",219.413,"04/18/2020",1616809,9408510,17.18
"936","New York","05/02/2020",195.11,"04/25/2020",1749571,9408510,18.6
"937","New York","05/09/2020",199.419,"05/02/2020",1846154,9408510,19.62
"938","New York","05/16/2020",223.962,"05/09/2020",1873935,9408510,19.92
"939","New York","05/23/2020",189.087,"05/16/2020",1811012,9408510,19.25
"940","New York","05/30/2020",81.926,"05/23/2020",1756703,9408510,18.67
"941","New York","06/06/2020",93.799,"05/30/2020",1694809,9408510,18.01
"942","New York","06/13/2020",95.15,"06/06/2020",1677037,9408510,17.82
"943","New York","06/20/2020",89.031,"06/13/2020",1649863,9408510,17.54
"944","New York","06/27/2020",89.834,"06/20/2020",1611991,9408510,17.13
"945","New York","07/04/2020",93.74,"06/27/2020",1598667,9408510,16.99
"946","Ohio","01/04/2020",10.759,"12/28/2019",73287,5327431,1.38
"947","Ohio","01/11/2020",9.957,"01/04/2020",78391,5338723,1.47
"948","Ohio","01/18/2020",7.865,"01/11/2020",72855,5338723,1.36
"949","Ohio","01/25/2020",8.086,"01/18/2020",72002,5338723,1.35
"950","Ohio","02/01/2020",7.329,"01/25/2020",72622,5338723,1.36
"951","Ohio","02/08/2020",6.825,"02/01/2020",71442,5338723,1.34
"952","Ohio","02/15/2020",6.532,"02/08/2020",71214,5338723,1.33
"953","Ohio","02/22/2020",6.208,"02/15/2020",70924,5338723,1.33
"954","Ohio","02/29/2020",9.916,"02/22/2020",70655,5338723,1.32
"955","Ohio","03/07/2020",6.545,"02/29/2020",73123,5338723,1.37
"956","Ohio","03/14/2020",7.046,"03/07/2020",68516,5338723,1.28
"957","Ohio","03/21/2020",196.309,"03/14/2020",68323,5338723,1.28
"958","Ohio","03/28/2020",274.288,"03/21/2020",214273,5338723,4.01
"959","Ohio","04/04/2020",226.191,"03/28/2020",450061,5338723,8.43
"960","Ohio","04/11/2020",159.317,"04/04/2020",622669,5346565,11.65
"961","Ohio","04/18/2020",109.83,"04/11/2020",717842,5346565,13.43
"962","Ohio","04/25/2020",93.599,"04/18/2020",777214,5346565,14.54
"963","Ohio","05/02/2020",61.487,"04/25/2020",759435,5346565,14.2
"964","Ohio","05/09/2020",52.255,"05/02/2020",745886,5346565,13.95
"965","Ohio","05/16/2020",46.862,"05/09/2020",704784,5346565,13.18
"966","Ohio","05/23/2020",42.585,"05/16/2020",636869,5346565,11.91
"967","Ohio","05/30/2020",35.078,"05/23/2020",566546,5346565,10.6
"968","Ohio","06/06/2020",36.154,"05/30/2020",533347,5346565,9.98
"969","Ohio","06/13/2020",33.139,"06/06/2020",492958,5346565,9.22
"970","Ohio","06/20/2020",34.926,"06/13/2020",466363,5346565,8.72
"971","Ohio","06/27/2020",35.908,"06/20/2020",448112,5346565,8.38
"972","Ohio","07/04/2020",33.83,"06/27/2020",433867,5346565,8.11
"973","Oklahoma","01/04/2020",2.943,"12/28/2019",18080,1560077,1.16
"974","Oklahoma","01/11/2020",2.034,"01/04/2020",19387,1565634,1.24
"975","Oklahoma","01/18/2020",1.981,"01/11/2020",17467,1565634,1.12
"976","Oklahoma","01/25/2020",1.83,"01/18/2020",17291,1565634,1.1
"977","Oklahoma","02/01/2020",1.779,"01/25/2020",17451,1565634,1.11
"978","Oklahoma","02/08/2020",1.715,"02/01/2020",17757,1565634,1.13
"979","Oklahoma","02/15/2020",1.633,"02/08/2020",17513,1565634,1.12
"980","Oklahoma","02/22/2020",1.509,"02/15/2020",17269,1565634,1.1
"981","Oklahoma","02/29/2020",1.458,"02/22/2020",16929,1565634,1.08
"982","Oklahoma","03/07/2020",1.569,"02/29/2020",17067,1565634,1.09
"983","Oklahoma","03/14/2020",1.836,"03/07/2020",16482,1565634,1.05
"984","Oklahoma","03/21/2020",21.926,"03/14/2020",16854,1565634,1.08
"985","Oklahoma","03/28/2020",47.744,"03/21/2020",25268,1565634,1.61
"986","Oklahoma","04/04/2020",60.534,"03/28/2020",55029,1565634,3.51
"987","Oklahoma","04/11/2020",54.481,"04/04/2020",88330,1568967,5.63
"988","Oklahoma","04/18/2020",46.696,"04/11/2020",112311,1568967,7.16
"989","Oklahoma","04/25/2020",52.5,"04/18/2020",134550,1568967,8.58
"990","Oklahoma","05/02/2020",93.885,"04/25/2020",154671,1568967,9.86
"991","Oklahoma","05/09/2020",39.079,"05/02/2020",178122,1568967,11.35
"992","Oklahoma","05/16/2020",33.44,"05/09/2020",135229,1568967,8.62
"993","Oklahoma","05/23/2020",43.714,"05/16/2020",139196,1568967,8.87
"994","Oklahoma","05/30/2020",60.376,"05/23/2020",172309,1568967,10.98
"995","Oklahoma","06/06/2020",77.525,"05/30/2020",156795,1568967,9.99
"996","Oklahoma","06/13/2020",84.779,"06/06/2020",173361,1568967,11.05
"997","Oklahoma","06/20/2020",58.613,"06/13/2020",182191,1568967,11.61
"998","Oklahoma","06/27/2020",18.405,"06/20/2020",165298,1568967,10.54
"999","Oklahoma","07/04/2020",9.423,"06/27/2020",131034,1568967,8.35
"1000","Oregon","01/04/2020",6.714,"12/28/2019",35451,1898680,1.87
"1001","Oregon","01/11/2020",6.215,"01/04/2020",36039,1906429,1.89
"1002","Oregon","01/18/2020",4.051,"01/11/2020",31604,1906429,1.66
"1003","Oregon","01/25/2020",4.457,"01/18/2020",32306,1906429,1.69
"1004","Oregon","02/01/2020",4.853,"01/25/2020",31876,1906429,1.67
"1005","Oregon","02/08/2020",4.953,"02/01/2020",31658,1906429,1.66
"1006","Oregon","02/15/2020",4.284,"02/08/2020",31167,1906429,1.63
"1007","Oregon","02/22/2020",3.514,"02/15/2020",30548,1906429,1.6
"1008","Oregon","02/29/2020",3.936,"02/22/2020",30165,1906429,1.58
"1009","Oregon","03/07/2020",4.154,"02/29/2020",29517,1906429,1.55
"1010","Oregon","03/14/2020",4.269,"03/07/2020",29002,1906429,1.52
"1011","Oregon","03/21/2020",30.054,"03/14/2020",30523,1906429,1.6
"1012","Oregon","03/28/2020",47.498,"03/21/2020",63930,1906429,3.35
"1013","Oregon","04/04/2020",62.788,"03/28/2020",118729,1906429,6.23
"1014","Oregon","04/11/2020",54.581,"04/04/2020",176154,1914153,9.2
"1015","Oregon","04/18/2020",37.209,"04/11/2020",217039,1914153,11.34
"1016","Oregon","04/25/2020",49.3,"04/18/2020",284486,1914153,14.86
"1017","Oregon","05/02/2020",48.12,"04/25/2020",308989,1914153,16.14
"1018","Oregon","05/09/2020",33.936,"05/02/2020",309543,1914153,16.17
"1019","Oregon","05/16/2020",23.539,"05/09/2020",290151,1914153,15.16
"1020","Oregon","05/23/2020",28.452,"05/16/2020",293081,1914153,15.31
"1021","Oregon","05/30/2020",20.565,"05/23/2020",256759,1914153,13.41
"1022","Oregon","06/06/2020",24.508,"05/30/2020",275768,1914153,14.41
"1023","Oregon","06/13/2020",24.645,"06/06/2020",251869,1914153,13.16
"1024","Oregon","06/20/2020",16.274,"06/13/2020",224476,1914153,11.73
"1025","Oregon","06/27/2020",11.195,"06/20/2020",216513,1914153,11.31
"1026","Oregon","07/04/2020",10.343,"06/27/2020",203600,1914153,10.64
"1027","Pennsylvania","01/04/2020",27.298,"12/28/2019",135411,5787653,2.34
"1028","Pennsylvania","01/11/2020",26.356,"01/04/2020",163882,5800562,2.83
"1029","Pennsylvania","01/18/2020",16.218,"01/11/2020",142326,5800562,2.45
