"","State","Filed week ended","Initial Claims","Reflecting Week Ended","Continued Claims","Covered Employment","Insured Unemployment Rate"
"1383","Wisconsin","02/08/2020",6.579,"02/01/2020",44477,2851929,1.56
"1384","Wisconsin","02/15/2020",5.808,"02/08/2020",44163,2851929,1.55
"1385","Wisconsin","02/22/2020",6.098,"02/15/2020",43996,2851929,1.54
"1386","Wisconsin","02/29/2020",5.658,"02/22/2020",43574,2851929,1.53
"1387","Wisconsin","03/07/2020",5.052,"02/29/2020",42337,2851929,1.48
"1388","Wisconsin","03/14/2020",5.19,"03/07/2020",40738,2851929,1.43
"1389","Wisconsin","03/21/2020",51.031,"03/14/2020",43607,2851929,1.53
"1390","Wisconsin","03/28/2020",110.934,"03/21/2020",99574,2851929,3.49
"1391","Wisconsin","04/04/2020",104.823,"03/28/2020",208387,2851929,7.31
"1392","Wisconsin","04/11/2020",70,"04/04/2020",262847,2853837,9.21
"1393","Wisconsin","04/18/2020",55.883,"04/11/2020",299532,2853837,10.5
"1394","Wisconsin","04/25/2020",49.993,"04/18/2020",321063,2853837,11.25
"1395","Wisconsin","05/02/2020",37.885,"04/25/2020",314025,2853837,11
"1396","Wisconsin","05/09/2020",38.71,"05/02/2020",313248,2853837,10.98
"1397","Wisconsin","05/16/2020",31.287,"05/09/2020",308397,2853837,10.81
"1398","Wisconsin","05/23/2020",28.967,"05/16/2020",291677,2853837,10.22
"1399","Wisconsin","05/30/2020",24.661,"05/23/2020",269678,2853837,9.45
"1400","Wisconsin","06/06/2020",25.047,"05/30/2020",255805,2853837,8.96
"1401","Wisconsin","06/13/2020",25.543,"06/06/2020",238528,2853837,8.36
"1402","Wisconsin","06/20/2020",25.428,"06/13/2020",225424,2853837,7.9
"1403","Wisconsin","06/27/2020",24.925,"06/20/2020",222897,2853837,7.81
"1404","Wisconsin","07/04/2020",27.385,"06/27/2020",218553,2853837,7.66
"1405","Wyoming","01/04/2020",0.662,"12/28/2019",3219,267362,1.2
"1406","Wyoming","01/11/2020",0.829,"01/04/2020",3302,268518,1.23
"1407","Wyoming","01/18/2020",0.636,"01/11/2020",3301,268518,1.23
"1408","Wyoming","01/25/2020",0.531,"01/18/2020",3354,268518,1.25
"1409","Wyoming","02/01/2020",0.529,"01/25/2020",3475,268518,1.29
"1410","Wyoming","02/08/2020",0.589,"02/01/2020",3507,268518,1.31
"1411","Wyoming","02/15/2020",0.598,"02/08/2020",3699,268518,1.38
"1412","Wyoming","02/22/2020",0.389,"02/15/2020",3611,268518,1.34
"1413","Wyoming","02/29/2020",0.471,"02/22/2020",3543,268518,1.32
"1414","Wyoming","03/07/2020",0.534,"02/29/2020",3508,268518,1.31
"1415","Wyoming","03/14/2020",0.517,"03/07/2020",3375,268518,1.26
"1416","Wyoming","03/21/2020",3.653,"03/14/2020",3197,268518,1.19
"1417","Wyoming","03/28/2020",6.396,"03/21/2020",4519,268518,1.68
"1418","Wyoming","04/04/2020",6.543,"03/28/2020",7790,268518,2.9
"1419","Wyoming","04/11/2020",5.794,"04/04/2020",11212,270013,4.15
"1420","Wyoming","04/18/2020",4.381,"04/11/2020",14302,270013,5.3
"1421","Wyoming","04/25/2020",3.497,"04/18/2020",16566,270013,6.14
"1422","Wyoming","05/02/2020",2.854,"04/25/2020",17521,270013,6.49
"1423","Wyoming","05/09/2020",3.297,"05/02/2020",17928,270013,6.64
"1424","Wyoming","05/16/2020",2.303,"05/09/2020",17335,270013,6.42
"1425","Wyoming","05/23/2020",2.8,"05/16/2020",17631,270013,6.53
"1426","Wyoming","05/30/2020",2.421,"05/23/2020",15853,270013,5.87
"1427","Wyoming","06/06/2020",2.013,"05/30/2020",15552,270013,5.76
"1428","Wyoming","06/13/2020",1.539,"06/06/2020",15371,270013,5.69
"1429","Wyoming","06/20/2020",1.402,"06/13/2020",15070,270013,5.58
"1430","Wyoming","06/27/2020",1.418,"06/20/2020",14494,270013,5.37
"1431","Wyoming","07/04/2020",1.338,"06/27/2020",14048,270013,5.2
